year,week,states,suspected,confirmed,probable,hcw,deaths
23,51,Katsina,1.0,,,,
23,51,Lagos,1.0,,,,
23,51,Nasarawa,1.0,,,,
23,51,Ondo,36.0,5.0,,1.0,2.0
23,51,Oyo,2.0,,,,
23,51,Plateau,4.0,2.0,,1.0,
23,51,Taraba,7.0,4.0,,,1.0
23,51,Total,178.0,26.0,2.0,2.0,6.0
23,50,Bayelsa,1.0,,,,
23,50,Benue,1.0,1.0,,,1.0
23,50,Cross River,1.0,,,,
23,50,Delta,3.0,1.0,1.0,,1.0
23,50,Ebonyi,7.0,1.0,,,
23,50,Edo,44.0,2.0,,,1.0
23,50,Ekiti,1.0,,,,
23,50,Gombe,4.0,,,,
23,50,Lagos,1.0,,,,
23,50,Nasarawa,1.0,,,,
23,50,Ondo,24.0,3.0,,,1.0
23,50,Plateau,1.0,,,,
23,50,Taraba,4.0,2.0,,,
23,50,Total,93.0,10.0,1.0,0.0,4.0
23,49,Abia,1.0,,,,
23,49,Bauchi,39.0,9.0,,,3.0
23,49,Cross River,1.0,,,,
23,49,Delta,6.0,,,,
23,49,Ebonyi,3.0,,,,
23,49,Edo,40.0,3.0,,,1.0
23,49,Enugu,1.0,,,,
23,49,FCT,1.0,,,,
23,49,Gombe,5.0,,,,
23,49,Kebbi,1.0,,,,
23,49,Kogi,1.0,,,,
23,49,Kwara,2.0,,,,
23,49,Nasarawa,1.0,,,,
23,49,Ondo,53.0,8.0,,,1.0
23,49,Oyo,3.0,,,,
23,49,Plateau,3.0,1.0,,,
23,49,Taraba,4.0,,,,
23,49,Total,165.0,21.0,0.0,0.0,5.0
23,48,Abia,1.0,,,,
23,48,Adamawa,1.0,,,,
23,48,Anambra,1.0,,,,
23,48,Bauchi,19.0,10.0,,,3.0
23,48,Delta,7.0,,,,
23,48,Ebonyi,3.0,1.0,,,
23,48,Edo,44.0,1.0,,,1.0
23,48,Gombe,2.0,,,,
23,48,Jigawa,1.0,,,,
23,48,Kaduna,1.0,,,,
23,48,Kano,1.0,,,,
23,48,Lagos,1.0,,,,
23,48,Nasarawa,1.0,,,,
23,48,Ogun,1.0,,,,
23,48,Ondo,28.0,4.0,,1.0,
23,48,Oyo,2.0,,,,
23,48,Plateau,5.0,,,,
23,48,Total,119.0,16.0,0.0,1.0,4.0
23,47,Bauchi,8.0,3.0,,,3.0
23,47,Ebonyi,4.0,,,,
23,47,Edo,49.0,4.0,,,
23,47,FCT,4.0,,,,
23,47,Gombe,5.0,,,,
23,47,Kano,1.0,,,,
23,47,Katsina,1.0,,,,
23,47,Kwara,1.0,,,,
23,47,Nasarawa,3.0,,,,
23,47,Ogun,1.0,,,,
23,47,Ondo,42.0,3.0,,,
23,47,Taraba,3.0,1.0,,,
23,47,Total,122.0,11.0,0.0,0.0,3.0
23,46,Abia,1.0,,,,
23,46,Adamawa,1.0,,,,
23,46,Bauchi,25.0,10.0,,,
23,46,Borno,1.0,,,,
23,46,Ebonyi,2.0,,,,
23,46,Edo,45.0,3.0,,,2.0
23,46,Gombe,2.0,,,,
23,46,Imo,1.0,,,,
23,46,Kano,1.0,1.0,,,
23,46,Kogi,1.0,,,,
23,46,Ogun,2.0,,,,
23,46,Ondo,31.0,3.0,,,
23,46,Oyo,2.0,,,,
23,46,Plateau,1.0,,,,
23,46,Taraba,8.0,,,,
23,46,Total,125.0,17.0,0.0,0.0,2.0
23,46,Yobe,1.0,,,,
23,45,Anambra,1.0,,,,
23,45,Bauchi,9.0,4.0,,,
23,45,Cross River,1.0,,,,
23,45,Ebonyi,4.0,,,,
23,45,Edo,29.0,2.0,,,
23,45,Gombe,2.0,,,,
23,45,Kaduna,6.0,,,,
23,45,Kano,2.0,,,,
23,45,Ondo,34.0,4.0,,,2.0
23,45,Plateau,3.0,,,,
23,45,Taraba,3.0,2.0,,,2.0
23,45,Total,95.0,12.0,0.0,0.0,4.0
23,45,Zamfara,1.0,,,,
23,44,Bauchi,13.0,,,,
23,44,Benue,1.0,,,,
23,44,Delta,2.0,,,,
23,44,Ebonyi,2.0,,,,
23,44,Edo,53.0,2.0,,,
23,44,Ekiti,1.0,,,,
23,44,FCT,1.0,,,,
23,44,Kaduna,1.0,,,,
23,44,Kano,2.0,1.0,,,
23,44,Nasarawa,1.0,,,,
23,44,Ondo,37.0,5.0,,,
23,44,Oyo,2.0,,,,
23,44,Taraba,1.0,,,,
23,44,Total,117.0,8.0,0.0,0.0,0.0
23,43,Abia,1.0,,,,
23,43,Anambra,2.0,,,,
23,43,Benue,1.0,,,,
23,43,Ebonyi,4.0,,,,
23,43,Edo,50.0,,,,
23,43,Gombe,1.0,,,,
23,43,Imo,1.0,,,,
23,43,Kano,19.0,,,,
23,43,Kogi,3.0,,,,
23,43,Kwara,1.0,,,,
23,43,Nasarawa,4.0,,,,
23,43,Ogun,1.0,,,,
23,43,Ondo,31.0,3.0,,1.0,1.0
23,43,Plateau,3.0,,,,
23,43,Rivers,1.0,,,,
23,43,Taraba,1.0,,,,
23,43,Total,124.0,3.0,0.0,1.0,0.0
23,42,Adamawa,1.0,,,,
23,42,Anambra,2.0,,,,
23,42,Bauchi,5.0,1.0,,,
23,42,Benue,1.0,,,,
23,42,Delta,3.0,,,,
23,42,Ebonyi,5.0,,,,
23,42,Edo,48.0,3.0,,,
23,42,Ekiti,1.0,,,,
23,42,Enugu,1.0,,,,
23,42,FCT,2.0,,,,
23,42,Gombe,1.0,,,,
23,42,Kano,2.0,,,,
23,42,Lagos,2.0,,,,
23,42,Nasarawa,1.0,,,,
23,42,Ogun,1.0,,,,
23,42,Ondo,39.0,5.0,,,
23,42,Plateau,2.0,,,,
23,42,Rivers,1.0,,,,
23,42,Total,118.0,9.0,0.0,0.0,0.0
23,41,Bauchi,17.0,1.0,,,
23,41,Borno,1.0,,,,
23,41,Delta,1.0,,,,
23,41,Ebonyi,4.0,,,,
23,41,Edo,48.0,6.0,,,2.0
23,41,Enugu,1.0,,,,
23,41,Gombe,3.0,,,,
23,41,Jigawa,1.0,,,,
23,41,Nasarawa,2.0,,,,
23,41,Ondo,21.0,2.0,,1.0,1.0
23,41,Plateau,4.0,,,,
23,41,Total,103.0,9.0,0.0,1.0,3.0
23,40,Anambra,1.0,,,,
23,40,Bauchi,9.0,1.0,,,
23,40,Delta,2.0,,,,
23,40,Ebonyi,1.0,1.0,,,1.0
23,40,Edo,39.0,2.0,,,2.0
23,40,Gombe,1.0,,,,
23,40,Kogi,1.0,,,,
23,40,Nasarawa,2.0,1.0,,,
23,40,Ondo,7.0,,,,
23,40,Plateau,1.0,,,,
23,40,Rivers,2.0,,,,
23,40,Taraba,1.0,,,,
23,40,Total,67.0,5.0,0.0,0.0,3.0
23,39,Bauchi,4.0,,,,
23,39,Ebonyi,8.0,,,,
23,39,Edo,35.0,4.0,,,
23,39,Enugu,3.0,,,,
23,39,FCT,1.0,,,,
23,39,Nasarawa,1.0,,,,
23,39,Ondo,42.0,5.0,,,1.0
23,39,Plateau,2.0,,,,
23,39,Total,96.0,9.0,0.0,0.0,1.0
23,38,Bauchi,8.0,1.0,,,
23,38,Bayelsa,2.0,,,,
23,38,Benue,1.0,,,,
23,38,Borno,1.0,,,,
23,38,Ebonyi,5.0,,,,
23,38,Edo,34.0,,,,
23,38,Ekiti,1.0,,,,
23,38,Kwara,2.0,,,,
23,38,Lagos,6.0,,,,
23,38,Nasarawa,2.0,,,,
23,38,Ondo,37.0,3.0,,,
23,38,Oyo,4.0,,,,
23,38,Plateau,3.0,,,,
23,38,Taraba,1.0,,,,
23,38,Total,107.0,4.0,0.0,0.0,0.0
23,37,Bauchi,3.0,,,,
23,37,Benue,1.0,,,,
23,37,Cross River,1.0,,,,
23,37,Ebonyi,1.0,,,,
23,37,Edo,44.0,2.0,,,
23,37,Enugu,1.0,,,,
23,37,FCT,1.0,,,,
23,37,Kogi,1.0,,,,
23,37,Nasarawa,1.0,,,,
23,37,Ondo,24.0,2.0,,,
23,37,Taraba,1.0,,,,
23,37,Total,79.0,4.0,0.0,0.0,0.0
23,36,Bauchi,5.0,1.0,,,
23,36,Cross River,2.0,,,,
23,36,Ebonyi,3.0,,,,
23,36,Edo,41.0,2.0,,,
23,36,FCT,1.0,,,,
23,36,Gombe,1.0,,,,
23,36,Nasarawa,1.0,,,,
23,36,Ondo,29.0,2.0,,,
23,36,Plateau,2.0,,,,
23,36,Total,85.0,5.0,0.0,0.0,0.0
23,35,Abia,1.0,,,,
23,35,Bauchi,4.0,,,,
23,35,Benue,1.0,,,,
23,35,Delta,1.0,,,,
23,35,Ebonyi,1.0,,,,
23,35,Edo,49.0,1.0,,,
23,35,Enugu,1.0,,,,
23,35,FCT,1.0,,,,
23,35,Gombe,2.0,,,,
23,35,Kaduna,2.0,,,,
23,35,Kano,1.0,,,,
23,35,Kogi,1.0,,,,
23,35,Nasarawa,1.0,,,,
23,35,Ondo,42.0,5.0,,,
23,35,Rivers,1.0,,,,
23,35,Total,109.0,6.0,0.0,0.0,0.0
23,34,Abia,1.0,,,,
23,34,Bauchi,12.0,,,,
23,34,Benue,1.0,,,,
23,34,Cross River,1.0,,,,
23,34,Ebonyi,8.0,,,,
23,34,Edo,52.0,5.0,,,1.0
23,34,Enugu,1.0,,,,
23,34,Gombe,1.0,,,,
23,34,Kogi,1.0,,,,
23,34,Nasarawa,2.0,,,,
23,34,Ondo,42.0,6.0,,,
23,34,Plateau,2.0,,,,
23,34,Rivers,1.0,,,,
23,34,Total,125.0,11.0,0.0,0.0,1.0
23,33,Bauchi,13.0,4.0,,,1.0
23,33,Delta,1.0,,,,
23,33,Ebonyi,4.0,,,,
23,33,Edo,48.0,3.0,,,1.0
23,33,FCT,1.0,,,,
23,33,Gombe,3.0,,,,
23,33,Nasarawa,1.0,,,,
23,33,Ondo,11.0,2.0,,,
23,33,Total,82.0,9.0,0.0,0.0,2.0
23,32,Adamawa,1.0,,,,
23,32,Anambra,1.0,,,,
23,32,Benue,6.0,,,,
23,32,Ebonyi,2.0,,,,
23,32,Edo,19.0,1.0,,,
23,32,Ekiti,1.0,,,,
23,32,Enugu,1.0,,,,
23,32,FCT,1.0,,,,
23,32,Imo,1.0,,,,
23,32,Ondo,61.0,4.0,,,1.0
23,32,Total,94.0,5.0,0.0,0.0,1.0
23,31,Anambra,1.0,,,,
23,31,Bauchi,2.0,,,,
23,31,Benue,1.0,,,,
23,31,Ebonyi,4.0,,,,
23,31,Edo,18.0,,,,
23,31,Ekiti,4.0,,,,
23,31,Enugu,1.0,,,,
23,31,Gombe,1.0,,,,
23,31,Kaduna,1.0,,,,
23,31,Kwara,1.0,,,,
23,31,Lagos,1.0,,,,
23,31,Ondo,29.0,7.0,,,
23,31,Total,64.0,7.0,0.0,0.0,0.0
23,30,Bauchi,7.0,3.0,,,2.0
23,30,Benue,21.0,1.0,,,1.0
23,30,Cross River,1.0,,,,
23,30,Ebonyi,1.0,,,,
23,30,Edo,38.0,3.0,,,
23,30,FCT,1.0,,,,
23,30,Gombe,3.0,,,,
23,30,Kaduna,1.0,,,,
23,30,Katsina,3.0,,,,
23,30,Ondo,39.0,5.0,,1.0,3.0
23,30,Taraba,2.0,,,,
23,30,Total,117.0,12.0,0.0,1.0,6.0
23,29,Adamawa,4.0,,,,
23,29,Anambra,1.0,1.0,,,
23,29,Bauchi,6.0,,,,
23,29,Cross River,1.0,,,,
23,29,Ebonyi,7.0,,,,
23,29,Edo,42.0,3.0,,,
23,29,FCT,1.0,,,,
23,29,Gombe,4.0,,,,
23,29,Katsina,1.0,,,,
23,29,Kogi,1.0,,,,
23,29,Lagos,1.0,,,,
23,29,Ondo,39.0,5.0,,,
23,29,Plateau,5.0,,,,
23,29,Taraba,1.0,,,,
23,29,Total,114.0,9.0,0.0,0.0,0.0
23,28,Bauchi,5.0,1.0,,,
23,28,Benue,1.0,,,,
23,28,Ebonyi,12.0,1.0,,,1.0
23,28,Edo,42.0,3.0,,,
23,28,FCT,1.0,,,,
23,28,Gombe,1.0,1.0,,,
23,28,Kebbi,1.0,,,,
23,28,Kwara,2.0,,,,
23,28,Lagos,1.0,,,,
23,28,Ogun,2.0,,,,
23,28,Ondo,49.0,4.0,,,
23,28,Plateau,2.0,,,,
23,28,Total,119.0,10.0,0.0,0.0,1.0
23,27,Bauchi,7.0,,,,
23,27,Benue,1.0,1.0,,,
23,27,Delta,1.0,,,,
23,27,Ebonyi,4.0,1.0,,,1.0
23,27,Edo,40.0,1.0,,,
23,27,Kebbi,1.0,,,,
23,27,Ondo,54.0,3.0,,,
23,27,Total,108.0,6.0,0.0,0.0,1.0
23,26,Bauchi,12.0,,,,
23,26,Bayelsa,1.0,,,,
23,26,Ebonyi,1.0,,,,
23,26,Edo,43.0,,1.0,,
23,26,Nasarawa,2.0,,,,
23,26,Niger,1.0,,,,
23,26,Ogun,1.0,,,,
23,26,Ondo,31.0,9.0,,1.0,
23,26,Plateau,4.0,1.0,,,
23,26,Total,96.0,10.0,1.0,1.0,0.0
23,25,Adamawa,3.0,,,,
23,25,Bauchi,7.0,,,,
23,25,Benue,1.0,,,,
23,25,Borno,1.0,,,,
23,25,Delta,3.0,,,,
23,25,Ebonyi,7.0,,,,
23,25,Edo,42.0,3.0,,,
23,25,Enugu,2.0,,,,
23,25,Gombe,1.0,,,,
23,25,Kwara,1.0,,,,
23,25,Ogun,1.0,,,,
23,25,Ondo,74.0,7.0,,,3.0
23,25,Plateau,2.0,,,,
23,25,Rivers,1.0,,,,
23,25,Sokoto,1.0,,,,
23,25,Taraba,2.0,,,,
23,25,Total,149.0,10.0,0.0,0.0,3.0
23,24,Bauchi,8.0,1.0,,,1.0
23,24,Ebonyi,1.0,,,,
23,24,Edo,65.0,4.0,,,
23,24,Ekiti,1.0,,,,
23,24,Gombe,3.0,,,,
23,24,Nasarawa,1.0,,,,
23,24,Ondo,16.0,,,,
23,24,Oyo,1.0,,,,
23,24,Taraba,1.0,,,,
23,24,Total,97.0,5.0,0.0,0.0,1.0
23,23,Abia,1.0,,,,
23,23,Benue,3.0,,,,
23,23,Borno,1.0,,,,
23,23,Cross River,1.0,,,,
23,23,Delta,2.0,,,,
23,23,Ebonyi,6.0,,,,
23,23,Edo,60.0,1.0,,,
23,23,Lagos,1.0,,,,
23,23,Nasarawa,1.0,,,,
23,23,Plateau,5.0,,,,
23,23,Total,81.0,1.0,0.0,0.0,0.0
23,22,Anambra,1.0,,,,
23,22,Bauchi,5.0,4.0,,,
23,22,Delta,1.0,,,,
23,22,Ebonyi,3.0,,,,
23,22,Edo,51.0,2.0,,1.0,1.0
23,22,Nasarawa,1.0,,,,
23,22,Ondo,29.0,1.0,,,
23,22,Taraba,1.0,,,,
23,22,Total,92.0,7.0,0.0,1.0,1.0
23,21,Adamawa,1.0,,,,
23,21,Bauchi,6.0,,,,
23,21,Benue,3.0,,,,
23,21,Ebonyi,1.0,,,,
23,21,Edo,69.0,3.0,,,
23,21,Ekiti,1.0,,,,
23,21,Enugu,1.0,,,,
23,21,FCT,1.0,,,,
23,21,Gombe,1.0,,,,
23,21,Kaduna,1.0,,,,
23,21,Ogun,1.0,,,,
23,21,Ondo,50.0,3.0,,,1.0
23,21,Taraba,2.0,1.0,,,
23,21,Total,138.0,7.0,0.0,0.0,1.0
23,20,Adamawa,1.0,,,,
23,20,Akwa Ibom,1.0,,,,
23,20,Bauchi,6.0,1.0,,,1.0
23,20,Bayelsa,1.0,,,,
23,20,Benue,2.0,,,,
23,20,Cross River,1.0,,,,
23,20,Ebonyi,5.0,,,,
23,20,Edo,71.0,1.0,,,
23,20,FCT,1.0,,,,
23,20,Gombe,2.0,1.0,,,1.0
23,20,Jigawa,2.0,,,,
23,20,Nasarawa,1.0,,,,
23,20,Ogun,1.0,,,,
23,20,Ondo,95.0,3.0,,1.0,
23,20,Taraba,7.0,2.0,,,
23,20,Total,197.0,8.0,0.0,1.0,2.0
23,19,Bauchi,3.0,,,,
23,19,Benue,1.0,,,,
23,19,Cross River,1.0,,,,
23,19,Delta,2.0,,,,
23,19,Ebonyi,7.0,,,,
23,19,Edo,83.0,4.0,,,
23,19,Enugu,1.0,,,,
23,19,Gombe,1.0,,,,
23,19,Imo,1.0,,,,
23,19,Kaduna,1.0,,,,
23,19,Nasarawa,3.0,,,,
23,19,Ogun,2.0,,,,
23,19,Ondo,41.0,1.0,,,
23,19,Oyo,24.0,,,,
23,19,Plateau,1.0,,,,
23,19,Taraba,6.0,2.0,,,
23,19,Total,178.0,7.0,0.0,0.0,0.0
23,18,Bauchi,8.0,3.0,,,1.0
23,18,Delta,1.0,,,,
23,18,Ebonyi,,,1.0,,
23,18,Edo,62.0,1.0,,,1.0
23,18,Lagos,1.0,,,,
23,18,Nasarawa,1.0,,,,
23,18,Ondo,58.0,6.0,,,
23,18,Plateau,2.0,,,,
23,18,Taraba,1.0,,,,
23,18,Total,134.0,10.0,1.0,0.0,2.0
23,17,Bauchi,10.0,,,,
23,17,Ebonyi,7.0,,,,
23,17,Edo,71.0,8.0,,,1.0
23,17,Kaduna,9.0,,,,
23,17,Lagos,2.0,,,,
23,17,Nasarawa,1.0,,,,
23,17,Ogun,1.0,,,,
23,17,Ondo,58.0,6.0,,,1.0
23,17,Plateau,1.0,1.0,,,
23,17,Sokoto,6.0,1.0,,,
23,17,Taraba,6.0,4.0,,,
23,17,Total,176.0,21.0,0.0,0.0,2.0
23,17,Yobe,1.0,,,,
23,17,Zamfara,3.0,1.0,,,
23,16,Anambra,1.0,,,,
23,16,Bauchi,13.0,4.0,,,
23,16,Bayelsa,1.0,,,,
23,16,Benue,1.0,,,,
23,16,Cross River,2.0,,,,
23,16,Delta,3.0,,,,
23,16,Ebonyi,6.0,,,,
23,16,Edo,84.0,7.0,,,
23,16,Ekiti,2.0,,,,
23,16,FCT,1.0,,,,
23,16,Gombe,2.0,1.0,,,1.0
23,16,Kogi,1.0,,,,
23,16,Nasarawa,1.0,,,,
23,16,Ondo,67.0,6.0,,,
23,16,Rivers,1.0,,,,
23,16,Taraba,20.0,2.0,,,1.0
23,16,Total,206.0,20.0,0.0,0.0,2.0
23,15,Abia,3.0,,,,
23,15,Bauchi,13.0,1.0,,,
23,15,Delta,2.0,,,,
23,15,Ebonyi,5.0,,,,
23,15,Edo,73.0,3.0,,,
23,15,Enugu,1.0,,,,
23,15,FCT,1.0,,,,
23,15,Gombe,1.0,,,,
23,15,Kogi,1.0,,,,
23,15,Lagos,1.0,,,,
23,15,Ondo,47.0,5.0,,,1.0
23,15,Rivers,1.0,,,,
23,15,Total,149.0,9.0,0.0,0.0,1.0
23,14,Akwa Ibom,1.0,,,,
23,14,Bauchi,29.0,3.0,,,1.0
23,14,Benue,8.0,,,,
23,14,Delta,1.0,,,,
23,14,Ebonyi,11.0,,,,
23,14,Edo,94.0,4.0,,,
23,14,Enugu,3.0,2.0,,,
23,14,Gombe,1.0,,,,
23,14,Imo,1.0,,,,
23,14,Kogi,2.0,,,,
23,14,Lagos,2.0,2.0,,,
23,14,Nasarawa,1.0,,,,
23,14,Ondo,58.0,10.0,,,
23,14,Plateau,1.0,,,,
23,14,Taraba,7.0,2.0,,,2.0
23,14,Total,221.0,23.0,0.0,0.0,3.0
23,14,Zamfara,1.0,,,,
23,13,Abia,1.0,,,,
23,13,Adamawa,1.0,,,,
23,13,Bauchi,18.0,2.0,,,2.0
23,13,Bayelsa,4.0,,,,
23,13,Benue,3.0,,,,
23,13,Cross River,1.0,,,,
23,13,Delta,1.0,,,,
23,13,Ebonyi,13.0,1.0,,,
23,13,Edo,92.0,5.0,,,
23,13,FCT,1.0,,,,
23,13,Gombe,1.0,,,,
23,13,Imo,1.0,,,,
23,13,Kaduna,3.0,,,,
23,13,Kebbi,3.0,1.0,,,1.0
23,13,Kogi,1.0,,,,
23,13,Nasarawa,5.0,,,,
23,13,Ogun,1.0,,,,
23,13,Ondo,58.0,7.0,,1.0,
23,13,Oyo,3.0,1.0,,,
23,13,Plateau,3.0,,,,
23,13,Taraba,17.0,6.0,,,1.0
23,13,Total,231.0,23.0,0.0,1.0,4.0
23,12,Bauchi,43.0,14.0,,,1.0
23,12,Bayelsa,4.0,,,,
23,12,Benue,21.0,,,,
23,12,Cross River,1.0,,,,
23,12,Ebonyi,13.0,,,,
23,12,Edo,93.0,7.0,,,1.0
23,12,Enugu,1.0,,,,
23,12,Gombe,3.0,,,,
23,12,Jigawa,8.0,,,,
23,12,Kaduna,1.0,1.0,,,
23,12,Kogi,4.0,1.0,,,
23,12,Lagos,1.0,,,,
23,12,Nasarawa,2.0,,,,
23,12,Ondo,75.0,13.0,,3.0,
23,12,Osun,1.0,,,,
23,12,Oyo,4.0,,,,
23,12,Taraba,8.0,3.0,,,
23,12,Total,283.0,39.0,0.0,3.0,2.0
23,11,Bauchi,31.0,7.0,,,4.0
23,11,Bayelsa,6.0,,,,
23,11,Benue,28.0,4.0,,,
23,11,Cross River,3.0,,,,
23,11,Ebonyi,17.0,3.0,,,3.0
23,11,Edo,106.0,12.0,,,2.0
23,11,Gombe,2.0,,,,
23,11,Jigawa,2.0,,,,
23,11,Kano,1.0,,,,
23,11,Kogi,2.0,,,,
23,11,Nasarawa,8.0,1.0,1.0,1.0,
23,11,Ondo,46.0,5.0,,,4.0
23,11,Plateau,5.0,2.0,,,
23,11,Rivers,1.0,1.0,,,
23,11,Taraba,9.0,3.0,,,1.0
23,11,Total,268.0,38.0,0.0,1.0,14.0
23,11,Yobe,1.0,,,,
23,10,Abia,1.0,,,,
23,10,Bauchi,49.0,6.0,,,2.0
23,10,Bayelsa,7.0,1.0,,,
23,10,Benue,8.0,,,,
23,10,Borno,1.0,,,,
23,10,Cross River,4.0,1.0,,,1.0
23,10,Delta,1.0,,,,
23,10,Ebonyi,14.0,9.0,,,5.0
23,10,Edo,109.0,23.0,,,4.0
23,10,Enugu,1.0,,,,
23,10,FCT,1.0,,,,
23,10,Gombe,1.0,,,,
23,10,Jigawa,3.0,1.0,,,
23,10,Kogi,3.0,1.0,,,
23,10,Nasarawa,1.0,,,,
23,10,Ondo,76.0,23.0,,1.0,4.0
23,10,Osun,1.0,,,,
23,10,Oyo,5.0,2.0,,,1.0
23,10,Plateau,1.0,1.0,,,1.0
23,10,Taraba,5.0,2.0,,,1.0
23,10,Total,292.0,70.0,0.0,1.0,19.0
23,9,Anambra,2.0,,,,
23,9,Bauchi,53.0,5.0,,,1.0
23,9,Bayelsa,12.0,,,,
23,9,Benue,4.0,,,,
23,9,Cross River,2.0,,,,
23,9,Delta,2.0,,,,
23,9,Ebonyi,16.0,3.0,,,2.0
23,9,Edo,94.0,16.0,,,
23,9,Ekiti,1.0,,,,
23,9,Enugu,1.0,,,,
23,9,Gombe,2.0,,,,
23,9,Jigawa,1.0,,,,
23,9,Kaduna,11.0,,,,
23,9,Kano,5.0,,,,
23,9,Kogi,1.0,,,,
23,9,Nasarawa,7.0,,,,
23,9,Ondo,59.0,11.0,,,2.0
23,9,Osun,2.0,,,,
23,9,Oyo,2.0,,,,
23,9,Plateau,6.0,,,,
23,9,Rivers,1.0,,,,
23,9,Taraba,10.0,5.0,,1.0,
23,9,Total,295.0,40.0,0.0,1.0,5.0
23,9,Yobe,1.0,,,,
23,8,Adamawa,1.0,,,,
23,8,Anambra,,1.0,,,
23,8,Bauchi,69.0,12.0,,4.0,2.0
23,8,Benue,26.0,13.0,,,
23,8,Ebonyi,15.0,3.0,,,1.0
23,8,Edo,107.0,5.0,,,2.0
23,8,FCT,2.0,1.0,,,
23,8,Gombe,5.0,,,,
23,8,Imo,3.0,,,,
23,8,Jigawa,6.0,2.0,,,
23,8,Kaduna,1.0,,,,
23,8,Kano,12.0,2.0,,,
23,8,Katsina,1.0,,,,
23,8,Kogi,3.0,1.0,,,1.0
